,Israel,Jordan,West Bank,Gaza
0,4114.0,21421.613181194876,511.4913735368109,1229.9210579748715
1,4114.0,21421.613181194876,511.4913735368109,1229.9210579748715
2,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
3,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
4,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
5,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
6,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
7,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
8,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
9,4114.0,21932.05374814205,95.63424290948615,914.4222196186789
10,4114.0,21421.61318120036,502.84487461690685,1229.9210530712312
11,4114.0,21421.61318120036,502.84487461690685,1229.9210530712312
12,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
13,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
14,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
15,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
16,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
17,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
18,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
19,4114.0,21964.65553943522,87.63927188026992,899.2756150960192
20,4114.0,21421.6131811936,580.7260578090383,1229.9210574048252
21,4114.0,21421.6131811936,580.7260578090383,1229.9210574048252
22,4114.0,21421.6131811936,580.7260578090383,1229.9210574048252
23,4114.0,21421.613181194367,580.7260578090412,1229.9210574048252
24,4114.0,21421.613181194367,580.7260578090412,1229.9210574048252
25,4114.0,21668.310331266537,160.3703725644025,1043.91878456658
26,4114.0,21668.310331266537,160.3703725644025,1043.91878456658
27,4114.0,21668.310331266537,160.3703725644025,1043.91878456658
28,4114.0,21668.310331266537,160.3703725644025,1043.91878456658
29,4114.0,21668.310331266537,160.3703725644025,1043.91878456658
30,4114.0,21421.6131811936,580.7260578090383,1229.9210574048252
31,4114.0,21421.6131811936,580.7260578090383,1229.9210574048252
32,4114.0,21421.6131811936,580.7260578090383,1229.9210574048252
33,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
34,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
35,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
36,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
37,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
38,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
39,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
40,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
41,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
42,4114.0,21668.310317644868,160.37037256439,1043.9187891422534
43,13966.784681333971,13598.187855278744,755.3503980206134,2255.0723192561245
44,13966.784681333971,13598.187855278744,755.3503980206134,2255.0723192561245
45,13966.784681333971,13598.187855278744,755.3503980206134,2255.0723192561245
46,13966.784681333971,13598.187855278744,755.3503980206134,2255.0723192561245
47,12193.638904841031,13357.3355860384,2636.82019206363,2172.780118858325
48,12193.638904841031,13357.3355860384,2636.82019206363,2172.780118858325
49,12193.638904841031,13357.3355860384,2636.82019206363,2172.780118858325
50,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
51,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
52,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
53,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
54,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
55,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
56,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
57,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
58,4114.0,22224.2826242171,23.85719743828622,781.9283185266627
59,4114.0,21418.11832000975,434.5119175131454,1229.9210574048252
60,4114.0,21299.176588838203,686.2215407455333,1388.5825643609373
61,4114.0,21299.176588838203,686.2215407455333,1388.5825643609373
62,4114.0,21299.176588838203,686.2215407455333,1388.5825643609373
63,4114.0,21299.176588838203,686.2215407455333,1388.5825643609373
64,4114.0,21299.176588838203,686.2215407455333,1388.5825643609373
65,4114.0,21299.176588838203,686.2215407455333,1388.5825643609373
66,4114.0,21416.847396031873,258.65037325122364,1229.6291652624623
67,4114.0,21416.847396031873,258.65037325122364,1229.6291652624623
68,4114.0,21416.847396031873,258.65037325122364,1229.6291652624623
69,4114.0,21416.847396031873,258.65037325122364,1229.6291652624623
70,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
71,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
72,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
73,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
74,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
75,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
76,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
77,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
78,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
79,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
80,4114.0,21701.429017181283,152.20921322770073,1027.1231404160594
81,4114.0,21701.429017181283,152.20921322770073,1027.1231404160594
82,4114.0,21701.429017181283,152.20921322770073,1027.1231404160594
83,4114.0,21701.429017181283,152.20921322770073,1027.1231404160594
84,4114.0,21701.429017181283,152.20921322770073,1027.1231404160594
85,4114.0,21701.429017181283,152.20921322770073,1027.1231404160594
86,4114.0,21701.429017181283,152.20921322770073,1027.1231404160594
87,4114.0,21421.613181194643,572.0623134102145,1229.9210574048252
88,4114.0,21421.613181194643,572.0623134102145,1229.9210574048252
89,4114.0,21421.613181194643,572.0623134102145,1229.9210574048252
90,4114.0,22326.318359246172,0.0,709.4731880383591
91,4114.0,22326.318359246172,0.0,709.4731880383591
92,4114.0,22326.318359246172,0.0,709.4731880383591
93,4114.0,21418.1183200091,409.0647053804818,1229.9210574048252
94,4114.0,21418.1183200091,409.0647053804818,1229.9210574048252
95,4114.0,21418.1183200091,409.0647053804818,1229.9210574048252
96,4114.0,21418.1183200091,409.0647053804818,1229.9210574048252
97,4114.0,21418.1183200091,409.0647053804818,1229.9210574048252
98,4114.0,21418.1183200091,409.0647053804818,1229.9210574048252
99,4114.0,21418.1183200091,409.0647053804818,1229.9210574048252
100,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
101,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
102,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
103,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
104,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
105,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
106,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
107,4114.0,21423.36062569088,606.8290025712199,1229.9210574048252
108,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
109,4114.0,21569.586418051607,184.9367249316614,1085.5941532463453
110,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
111,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
112,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
113,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
114,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
115,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
116,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
117,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
118,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
119,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
120,4114.0,21416.847396976675,250.36427303933328,1229.6291658980795
121,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
122,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
123,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
124,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
125,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
126,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
127,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
128,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
129,4114.0,21347.447100966576,677.4339559280553,1326.9547698570127
130,4114.0,21055.253081350806,747.5386880123589,1797.8405202721951
131,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
132,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
133,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
134,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
135,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
136,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
137,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
138,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
139,4114.0,21416.60072249762,316.74365350138186,1229.921063558079
140,4114.0,21090.919747830652,738.6388991224652,1739.1079141059718
141,4114.0,21090.919747830652,738.6388991224652,1739.1079141059718
142,4114.0,21090.919747830652,738.6388991224652,1739.1079141059718
143,4114.0,21090.919747830652,738.6388991224652,1739.1079141059718
144,4114.0,21090.919747830652,738.6388991224652,1739.1079141059718
145,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
146,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
147,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
148,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
149,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
150,4114.0,21126.46961285941,729.769320056933,1680.1987015825591
151,4114.0,21126.46961285941,729.769320056933,1680.1987015825591
152,4114.0,21126.46961285941,729.769320056933,1680.1987015825591
153,4114.0,21126.46961285941,729.769320056933,1680.1987015825591
154,4114.0,21126.46961285941,729.769320056933,1680.1987015825591
155,4114.0,21126.46961285941,729.769320056933,1680.1987015825591
156,4114.0,21416.60072561811,300.1325729263707,1229.921057404825
157,4114.0,21416.60072561811,300.1325729263707,1229.921057404825
158,4114.0,21416.60072561811,300.1325729263707,1229.921057404825
159,4114.0,21416.60072561811,300.1325729263707,1229.921057404825
160,4114.0,21434.670682980784,650.8487170589879,1229.9210577489425
161,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
162,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
163,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
164,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
165,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
166,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
167,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
168,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
169,4114.0,21416.847392947548,225.74607453034633,1229.6291652591844
170,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
171,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
172,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
173,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
174,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
175,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
176,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
177,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
178,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
179,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
180,4114.0,22157.28334554172,39.771780042391164,824.5537079456955
181,4114.0,22157.28334554172,39.771780042391164,824.5537079456955
182,4114.0,22157.28334554172,39.771780042391164,824.5537079456955
183,4114.0,21418.11832001002,451.4902323783306,1229.9210574281221
184,4114.0,21418.11832001002,451.4902323783306,1229.9210574281221
185,4114.0,21418.11832001002,451.4902323783306,1229.9210574281221
186,4114.0,21418.11832001002,451.4902323783306,1229.9210574281221
187,4114.0,21418.11832001002,451.4902323783306,1229.9210574281221
188,4114.0,21418.11832001002,451.4902323783306,1229.9210574281221
189,4114.0,21418.11832001002,451.4902323783306,1229.9210574281221
190,4114.0,21416.84739529575,233.89633976979533,1229.6291652624618
191,4114.0,21416.84739604243,233.8963397697945,1229.6291663726306
192,4114.0,21416.84739604243,233.8963397697945,1229.6291663726306
193,4114.0,21416.84739604243,233.8963397697945,1229.6291663726306
194,4114.0,21416.84739604243,233.8963397697945,1229.6291663726306
195,4114.0,21416.84739604243,233.8963397697945,1229.6291663726306
196,4114.0,21416.84739604243,233.8963397697945,1229.6291663726306
197,4114.0,21416.84739604243,233.8963397697945,1229.6291663726306
198,4114.0,21434.67068298852,659.6905182196094,1229.921057404825
199,4114.0,21434.67068298852,659.6905182196094,1229.921057404825
200,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
201,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
202,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
203,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
204,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
205,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
206,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
207,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
208,4114.0,21418.118320009627,417.54397498272476,1229.9210574048252
209,4114.0,22295.594102810708,7.947126279435541,715.802993846125
210,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
211,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
212,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
213,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
214,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
215,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
216,4114.0,21421.613181194578,563.4018722517557,1229.9210574048252
217,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
218,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
219,4114.0,21731.54117378214,144.0410073878424,1027.1231441480209
220,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
221,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
222,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
223,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
224,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
225,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
226,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
227,4114.0,21418.11832000851,392.11963908314027,1229.9210574048252
228,4114.0,20732.107296836755,828.1049138537202,2365.0259093769355
229,4114.0,20732.107296836755,828.1049138537202,2365.0259093769355
230,4114.0,20939.817886342138,774.4439026945017,1974.0756304005135
231,4114.0,20939.817886342138,774.4439026945017,1974.0756304005135
232,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
233,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
234,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
235,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
236,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
237,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
238,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
239,4114.0,21416.600718919686,341.67611189814346,1229.921056480477
240,4114.0,21530.85674277876,193.08792562779962,1126.4646155737237
241,4114.0,21530.85674277876,193.08792562779962,1126.4646155737237
242,4114.0,21530.85674277876,193.08792562779962,1126.4646155737237
243,4114.0,21430.090013584533,615.5803086343142,1229.9210574048257
244,4114.0,21430.090013584533,615.5803086343142,1229.9210574048257
245,4114.0,21430.090013584533,615.5803086343142,1229.9210574048257
246,4114.0,21430.090013584533,615.5803086343142,1229.9210574048257
247,4114.0,21430.090013584533,615.5803086343142,1229.9210574048257
248,4114.0,21430.090013584533,615.5803086343142,1229.9210574048257
249,4114.0,21430.090013584533,615.5803086343142,1229.9210574048257
250,4114.0,22120.82780061778,47.73004964688724,857.26764799788
251,4114.0,22120.82780061778,47.73004964688724,857.26764799788
252,4114.0,22120.82780061778,47.73004964688724,857.26764799788
253,4114.0,22120.82780061778,47.73004964688724,857.26764799788
254,4114.0,22120.82780061778,47.73004964688724,857.26764799788
255,4114.0,21418.118320010348,459.98671346590186,1229.9210574048254
256,4114.0,21418.118320010348,459.98671346590186,1229.9210574048254
257,4114.0,21418.118320010348,459.98671346590186,1229.9210574048254
258,4114.0,21418.118320010348,459.98671346590186,1229.9210574048254
259,4114.0,21418.118320010348,459.98671346590186,1229.9210574048254
260,4114.0,21416.600724809683,358.30958432345955,1229.921053177753
261,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
262,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
263,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
264,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
265,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
266,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
267,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
268,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
269,4114.0,20868.68287206941,792.298793713672,2098.0239139320843
270,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
271,4114.0,21418.118320009547,426.02484142117686,1229.9210574048252
272,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
273,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
274,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
275,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
276,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
277,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
278,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
279,4114.0,22260.235724815757,15.901417507594942,749.9752857766185
280,4114.0,21418.118320007503,400.5897836428273,1229.921057404825
281,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
282,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
283,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
284,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
285,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
286,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
287,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
288,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
289,4114.0,20675.262360503035,837.5349772698765,2450.6865400566567
290,4114.0,21090.919747830652,738.6388991224652,1739.1079141059718
291,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
292,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
293,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
294,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
295,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
296,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
297,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
298,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
299,4114.0,21416.600725007567,308.4377328832885,1229.9210574048248
